ATOM,C6,1.8,0
RESIDUE,NUCL,2MG,24
ATOM,P,1.9,0
ATOM,OP1,1.4,1
ATOM,OP2,1.4,1
ATOM,O5',1.4,1
ATOM,C5',1.8,0
ATOM,C4',1.8,0
ATOM,O4',1.4,1
ATOM,C3',1.8,0
ATOM,O3',1.4,1
ATOM,C2',1.8,0
ATOM,O2',1.4,1
ATOM,C1',1.8,0
ATOM,N9,1.6,1
ATOM,C8,1.8,0
ATOM,N7,1.6,1
ATOM,C5,1.8,0
ATOM,C6,1.8,0
ATOM,O6,1.4,1
ATOM,N1,1.6,1
ATOM,C2,1.8,0
ATOM,N2,1.6,1
ATOM,C2A,1.8,0
ATOM,N3,1.6,1
ATOM,C4,1.8,0
RESIDUE,NUCL,H2U,20
ATOM,P,1.9,0
ATOM,OP1,1.4,1
ATOM,OP2,1.4,1
ATOM,O5',1.4,1
ATOM,C5',1.8,0
ATOM,C4',1.8,0
ATOM,O4',1.4,1
ATOM,C3',1.8,0
ATOM,O3',1.4,1
ATOM,C2',1.8,0
ATOM,O2',1.4,1
ATOM,C1',1.8,0
ATOM,N1,1.6,1
ATOM,C2,1.8,0
ATOM,O2,1.4,1
ATOM,N3,1.6,1
ATOM,C4,1.8,0
ATOM,O4,1.4,1
ATOM,C5,1.8,0
ATOM,C6,1.8,0
RESIDUE,HETATM,HEM,43
ATOM,FE,1.47,0
ATOM,CHA,2,0
ATOM,CHB,2,0
ATOM,CHC,2,0
ATOM,CHD,2,0
ATOM,N A,1.55,1
ATOM,C1A,1.78,0
ATOM,C2A,1.78,0
ATOM,C3A,1.78,0
ATOM,C4A,1.78,0
ATOM,CMA,1.9,0
ATOM,CAA,1.9,0
ATOM,CBA,1.9,0
ATOM,CGA,1.9,0
ATOM,N B,1.55,1
ATOM,C1B,1.78,0
ATOM,C2B,1.78,0
ATOM,C3B,1.78,0
ATOM,C4B,1.78,0
ATOM,CMB,1.9,0
ATOM,CAB,1.9,0
ATOM,CBB,1.9,0
ATOM,N C,1.55,1
ATOM,C1C,1.78,0
ATOM,C2C,1.78,0
ATOM,C3C,1.78,0
ATOM,C4C,1.78,0
ATOM,CMC,1.9,0
ATOM,CAC,1.9,0
ATOM,CBC,1.9,0
ATOM,N D,1.55,1
ATOM,C1D,1.78,0
ATOM,C2D,1.78,0
ATOM,C3D,1.78,0
ATOM,C4D,1.78,0
ATOM,CMD,1.9,0
ATOM,CAD,1.9,0
ATOM,CBD,1.9,0
ATOM,CGD,1.9,0
ATOM,O1A,1.35,1
ATOM,O2A,1.35,1
ATOM,O1D,1.35,1
ATOM,O2D,1.35,1
RESIDUE,WATER,HOH,1
ATOM,O,1.4,1
